"TILL_RECEIPT_NUMBER","sales","cost","quantity","CU_GENDER","CU_AGE_RANGE","CUSTOMER_TYPE","sausage","sweetgoods","housewares","sandwiches","health","beauty","servicemeat","bottles","pizza","bakeoff","magazines","cheese","cake"
223507.00,-9.99999999999979e-03,-2.48,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,6.99,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223509.00,131.94,97.31,44,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,12.99,0.00,0.00,3.00,0.00,0.00,4.49,0.00,0.00
223511.00,15.17,7.33,5,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223514.00,23.39,14.43,11,"F
","30-39","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
223515.00,75.86,46.46,21,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
223516.00,22.20,15.79,12,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223518.00,17.01,17.92,11,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
223519.00,184.87,137.63,40,"M
","40-49","CUSTOMER",5.99,0.00,2.49,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,4.00
223520.00,11.29,11.42,5,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223521.00,24.93,17.32,3,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,0.00,0.00
223522.00,56.41,33.23,11,"F
","60+","CUSTOMER",0.00,2.99,0.00,0.00,0.00,9.29,0.00,0.25,0.00,2.00,0.00,0.00,0.00
223523.00,192.26,147.52,49,"F
","60+","CUSTOMER",0.00,0.00,7.47,0.00,0.00,0.00,0.00,1.45,0.00,17.97,0.00,0.00,0.00
223524.00,28.89,17.27,8,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00
223525.00,12.98,9.24,2,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223527.00,22.78,16.40,2,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,0.00,0.00
223528.00,28.10,22.62,11,"F
","40-49","CUSTOMER",0.00,0.00,2.99,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223529.00,32.03,26.52,14,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
223530.00,410.00,280.51,81,"F
","40-49","CUSTOMER",5.11,0.00,4.99,0.00,4.99,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223534.00,77.95,53.15,13,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
223536.00,40.19,20.90,5,"M
","60+","CUSTOMER",7.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223537.00,28.47,22.32,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223543.00,39.38,24.40,10,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223544.00,74.27,65.94,24,"F
","60+","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.99,0.00,0.00,0.00
223551.00,155.06,102.42,52,"F
","Under 19","CUSTOMER",9.51,2.99,2.49,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00
223552.00,105.41,76.89,35,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,9.58,0.00,0.00,0.00
223553.00,22.72,17.92,6,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223555.00,57.91,64.84,12,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,12.99,0.00,0.00,0.70,0.00,3.99,0.00,0.00,0.00
223556.00,130.68,116.59,27,"F
","60+","CUSTOMER",0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,4.00,0.00,0.00,0.00
223557.00,16.00,0.01,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223558.00,37.48,24.04,12,"F
","40-49","CUSTOMER",0.00,5.59,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
223561.00,9.25,8.85,19,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00
223562.00,35.00,35.00,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00
223566.00,28.56,14.11,10,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223567.00,21.40,34.99,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
223568.00,35.52,22.77,7,"F
","40-49","CUSTOMER",0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223571.00,23.14,14.38,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223572.00,16.00,0.01,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223573.00,134.15,75.84,43,"M
","50-59","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,4.00
223574.00,11.99,8.50,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223575.00,33.77,23.63,12,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,6.99,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223576.00,113.01,46.43,15,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,22.17,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223580.00,113.14,58.16,21,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00
223581.00,2.99,0.01,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223584.00,6.99,3.50,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223585.00,11.30,8.39,7,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223586.00,19.09,14.39,8,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223587.00,10.36,2.57,6,"M
","40-49","CUSTOMER",4.57,3.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223588.00,56.41,45.73,17,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223589.00,104.16,35.18,23,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223591.00,45.56,22.09,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223592.00,83.61,85.90,17,"F
","50-59","CUSTOMER",0.00,5.49,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,10.78,0.00
223593.00,19.80,23.20,2,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223594.00,94.92,49.16,25,"F
","30-39","CUSTOMER",0.00,0.00,6.98,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
223595.00,15.94,11.10,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223599.00,21.30,12.31,6,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,17.98,0.00,0.00,0.00,0.00
223601.00,38.45,26.95,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223603.00,13.96,7.10,5,"F
","60+","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00
223604.00,50.85,30.56,12,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223606.00,69.90,44.89,12,"F
","50-59","CUSTOMER",0.00,0.00,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223607.00,18.47,13.42,2,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223608.00,75.72,41.69,26,"F
","50-59","CUSTOMER",4.80,0.00,0.00,0.00,0.00,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00
223609.00,128.97,89.33,46,"F
","20-29","CUSTOMER",8.82,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
223611.00,20.79,13.26,18,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
223614.00,35.28,24.87,15,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223615.00,15.78,12.27,4,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223616.00,56.18,44.44,13,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,8.99,0.00,2.29,0.00,0.00
223617.00,24.53,17.79,7,"F
","50-59","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
223619.00,10.47,5.25,3,"F
","40-49","CUSTOMER",0.00,0.00,10.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223620.00,32.84,22.00,9,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223621.00,4.49,0.84,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223622.00,51.45,21.64,10,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223623.00,38.91,22.58,9,"F
","30-39","CUSTOMER",0.00,0.00,23.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223624.00,202.31,89.01,28,"F
","Under 19","CUSTOMER",0.00,5.29,11.99,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,5.99,0.00
223625.00,34.14,21.78,12,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223626.00,61.28,45.04,18,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,15.98,0.00
223628.00,5.98,3.50,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223630.00,59.64,34.11,10,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223631.00,33.88,21.61,7,"F
","60+","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.00,3.99,0.00,0.00,0.00,0.00
223635.00,23.96,22.79,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223639.00,9.97,9.33,3,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223642.00,129.89,79.86,30,"F
","30-39","CUSTOMER",8.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223644.00,67.12,53.84,10,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223645.00,6.99,4.07,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223647.00,36.53,9.86,7,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223649.00,4.00,4.68,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223652.00,20.86,13.38,6,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,8.99,-1.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223653.00,43.13,24.22,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223654.00,29.38,20.40,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,23.98,0.00,0.00,0.00,0.00
223657.00,20.87,12.99,10,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,1.89,1.99,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223660.00,34.31,11.77,7,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223661.00,89.17,49.56,18,"F
","30-39","CUSTOMER",0.00,0.00,8.48,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,12.99
223663.00,169.13,118.26,32,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223664.00,4.00,4.68,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223666.00,69.22,35.96,16,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223667.00,67.79,46.94,23,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
223669.00,100.60,69.24,23,"F
","Under 19","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.78,0.00,0.00
223673.00,152.60,92.02,32,"F
","60+","CUSTOMER",5.18,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223674.00,146.15,90.57,35,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,3.19,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223676.00,130.12,89.86,40,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,2.79,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00
223681.00,36.30,20.94,9,"F
","50-59","CUSTOMER",6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223683.00,5.98,0.61,2,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223684.00,27.57,25.36,7,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223686.00,78.25,51.88,28,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
223687.00,32.26,5.52,6,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98
223688.00,13.60,13.60,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223689.00,15.89,10.54,5,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,4.99,0.00,0.00,0.00
223696.00,14.54,11.57,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223698.00,42.97,28.29,7,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,19.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223699.00,85.67,31.88,19,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
223703.00,23.58,19.65,5,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223704.00,15.98,9.17,2,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223705.00,22.78,13.48,2,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223706.00,43.97,35.60,13,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00
223708.00,62.40,35.30,8,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.49,0.00,0.00,0.00
223709.00,21.75,14.94,4,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223712.00,41.18,30.64,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
223713.00,109.64,72.29,12,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.00
223714.00,5.40,4.13,6,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
223717.00,34.59,22.05,9,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00
223719.00,85.60,61.07,28,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00
223720.00,46.26,39.03,16,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
223721.00,94.79,60.73,19,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223723.00,124.46,52.09,24,"F
","20-29","CUSTOMER",0.00,5.99,0.00,0.00,2.99,0.00,0.00,0.55,0.00,0.00,0.00,0.00,9.99
223724.00,22.10,16.62,10,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223726.00,17.83,8.40,4,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223728.00,106.57,57.46,17,"F
","50-59","CUSTOMER",0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223734.00,2.99,1.47,1,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223735.00,7.48,2.00,2,"F
","60+","CUSTOMER",0.00,0.00,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223736.00,17.98,1.62,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
223737.00,71.26,31.70,26,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.00,0.00,0.00,0.00,0.00
223738.00,12.60,7.24,6,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
223740.00,14.97,4.33,3,"M
","60+","CUSTOMER",0.00,10.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223741.00,21.46,16.71,14,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,5.19,0.00,0.40,0.00,0.00,0.00,0.00,0.00
223742.00,22.06,9.49,1,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223744.00,16.74,7.20,8,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
223747.00,60.89,35.06,12,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.00
223748.00,58.80,37.96,11,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00
223751.00,71.84,53.25,21,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00
223754.00,63.66,52.25,20,"F
","40-49","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00
223757.00,121.52,73.21,40,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,16.68,0.00,0.00,0.95,0.00,5.49,0.00,0.00,0.00
223758.00,66.72,39.26,25,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
223760.00,41.62,26.29,8,"M
","60+","CUSTOMER",0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223762.00,86.69,26.95,12,"F
","30-39","CUSTOMER",0.00,0.00,16.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223767.00,87.08,41.06,22,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223770.00,68.17,19.94,12,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
223774.00,131.99,87.03,34,"F
","30-39","CUSTOMER",13.32,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,5.49,0.00,12.00
223775.00,32.12,29.41,8,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223776.00,12.47,10.51,4,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
223778.00,21.00,10.63,9,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223781.00,37.46,28.25,20,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00
223782.00,19.55,11.76,5,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223785.00,92.26,41.91,21,"F
","Under 19","CUSTOMER",0.00,5.79,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,9.99,0.00
223794.00,5.49,5.28,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223795.00,115.25,58.52,15,"F
","40-49","CUSTOMER",0.00,0.00,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223797.00,10.89,6.96,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223798.00,12.77,7.09,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223801.00,110.87,74.09,29,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,10.49,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
223802.00,25.79,18.92,8,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223803.00,213.02,134.57,48,"F
","40-49","CUSTOMER",6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
223804.00,10.61,11.17,4,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
223807.00,56.19,31.08,11,"F
","50-59","CUSTOMER",4.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223810.00,16.69,3.52,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
223811.00,26.57,11.08,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
223814.00,15.95,10.69,7,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
223815.00,36.71,22.61,22,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
223816.00,62.64,45.98,20,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,1.00,0.00,0.00,0.00,0.00
223817.00,37.32,25.25,8,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
